Framework,Framework ID,Supplier Name,Supplier Company House No,Member trusts NHS Org Code (ODS),Member trust name,Framework Organisation,MI Reporting Month,Invoice Date,ABI,MI Value (Ex VAT)
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2022_09,26/09/2022,0,8031.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2022_10,24/10/2022,0,1559.55
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2022_10,07/10/2022,0,2197.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2022_10,25/10/2022,0,8075
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2022_11,21/11/2022,0,648.35
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2022_11,04/11/2022,0,2197.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2022_11,22/11/2022,0,6461
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2022_12,02/12/2022,0,2197.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2022_12,19/12/2022,0,2228.15
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2022_12,12/12/2022,0,3250
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2023_01,23/01/2023,0,1910.4
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2023_01,06/01/2023,0,2197.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2023_01,24/01/2023,0,3860
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2023_02,20/02/2023,0,2121.85
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2023_02,02/02/2023,0,2197.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,859,West London NHS Trust,1234570-859,2023_02,22/02/2023,0,11367
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,OOO,Staffordshire Fire & Rescue Services,1234570-OOO,2022_12,02/12/2022,0,9187.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,OOO,Transport for the North,1234570-OOO,2022_10,05/08/2022,0,6562.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,OOO,Transport for the North,1234570-OOO,2022_11,04/11/2022,0,6562.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,OOO,Transport for the North,1234570-OOO,2023_02,03/02/2023,0,6562.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_10,23/05/2022,0,677
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_10,24/10/2022,0,1287
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_10,20/06/2022,0,2114.75
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_10,12/09/2022,0,2200
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_10,26/09/2022,0,3530.67
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_10,25/07/2022,0,3943.75
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_10,21/08/2022,0,4629.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_10,01/07/2022,0,20250
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_10,07/10/2022,0,20250
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_10,25/04/2022,0,20436.33
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_11,20/11/2022,0,1404
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2022_12,19/12/2022,0,4806.75
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2023_01,23/01/2023,0,2783.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2023_01,06/01/2023,0,20250
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RBK,Walsall Healthcare NHS Trust,1234570-RBK,2023_02,20/02/2023,0,2062.75
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_05,11/05/2022,0,5625
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_06,20/06/2022,0,99.03
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_07,25/07/2022,0,672.65
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_07,01/07/2022,0,5625
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_08,22/08/2022,0,162.62
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_08,08/08/2022,0,57916.65
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_09,02/09/2022,0,11583.33
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_10,07/10/2022,0,17208.33
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_11,21/11/2022,0,424.49
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_11,04/11/2022,0,11583.33
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_12,20/12/2022,0,892.81
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2022_12,02/12/2022,0,11583.33
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2023_01,06/01/2023,0,17208.33
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2023_02,21/02/2023,0,872.16
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RGR,West Suffolk NHS Foundation Trust,1234570-RGR,2023_02,03/02/2023,0,11583.33
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,20/06/2022,0,565.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,23/11/2021,0,569.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,19/12/2021,0,901
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,25/04/2022,0,1198.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,25/07/2022,0,1241
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,26/10/2021,0,1511.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,24/05/2022,0,1534.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,02/07/2021,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,03/09/2021,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,01/10/2021,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,03/12/2021,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,07/01/2022,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,04/03/2022,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,11/04/2022,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,06/05/2022,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,06/06/2022,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,19/09/2021,0,2078.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,22/06/2021,0,2197.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,25/01/2022,0,2282.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,27/03/2022,0,2290.75
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,23/08/2021,0,2960.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,21/02/2022,0,3323.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,27/07/2021,0,4067.11
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,04/06/2021,0,5737.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,07/05/2021,0,24437.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,20/04/2022,0,24437.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,06/08/2021,0,26350
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,05/11/2021,0,26350
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,04/02/2022,0,26350
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_07,01/07/2022,0,26350
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_08,22/08/2022,0,412.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_08,05/08/2022,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_09,26/09/2022,0,1619.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_09,02/09/2022,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_10,24/10/2022,0,926.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_10,07/10/2022,0,26350
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_11,21/11/2022,0,641.75
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_11,04/11/2022,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_12,19/12/2022,0,833
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2022_12,02/12/2022,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2023_01,23/01/2023,0,1071
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2023_01,06/01/2023,0,26350
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2023_02,03/02/2023,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RJE,University Hospital North Midlands,1234570-RJE,2023_02,20/02/2023,0,1942.25
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RKE,Whittington Health NHS,1234570-RKE,2022_10,07/10/2022,0,21968.75
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RKE,Whittington Health NHS,1234570-RKE,2022_10,02/09/2022,0,43937.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RKE,Whittington Health NHS,1234570-RKE,2023_01,06/01/2023,0,21968.75
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,25/07/2022,0,549.12
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,21/06/2022,0,617.76
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,22/11/2021,0,626.34
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,26/07/2021,0,819.39
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,24/01/2022,0,969.54
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,25/04/2022,0,1291.29
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,26/05/2022,0,1437.15
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,22/06/2021,0,1542.75
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,21/09/2021,0,1544.4
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,23/08/2021,0,1613.04
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,27/03/2022,0,1758.9
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,19/12/2021,0,1810.38
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,21/02/2022,0,1874.73
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,28/04/2021,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,04/04/2022,0,1912.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,24/10/2021,0,2230.8
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,27/04/2021,0,6198
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,20/04/2022,0,6198
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,07/05/2022,0,6198
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,04/06/2021,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,02/07/2021,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,06/08/2021,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,03/09/2021,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,01/10/2021,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,05/11/2021,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,03/12/2021,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,07/01/2022,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,04/02/2022,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,04/03/2022,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,06/05/2022,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,06/06/2022,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,01/07/2022,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_07,29/03/2022,0,27675
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_08,21/08/2022,0,1235.52
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_08,05/08/2022,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_09,26/09/2022,0,1961.91
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_09,02/09/2022,0,8110.5
Statutory Audit and Multi-Speciality Audit Services & Advisory Consultancy Services,1234570,RSM Rick Assurance Services LLP,OC389499,RL4,The Royal Wolverhampton NHS Trust,1234570-RL4,2022_10,24/10/2022,0,1231.23
